"","p1","p2","p3","p4","p5","p6","p7","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","subject_id","session_id","trial_n","free_param","type","AIC","cAIC"
"L-BFGS-B1725",0.230794322367254,3.51878234870302,1.64891935957914,0.787826761946097,0.1076819614367,1.89744532141428,0.999030946622266,426.345898921543,155,155,NA,52,FALSE,FALSE,81.890000000014,164,15,747,7,"fit_glaze_osc_zeta_v4_mouse",866.691797843087,866.843354000056
"L-BFGS-B1726",0.596674522652529,6.22237493685075,0.0281858622420969,0.794278858518965,0.0630681733649085,0.532357158544141,1.001,217.861281049586,116,116,NA,0,FALSE,TRUE,33.8300000000163,164,16,425,7,"fit_glaze_osc_zeta_v4_mouse",449.722562099172,449.991147231067
"L-BFGS-B1727",0.55632419660938,4.00009300221487,0,0.485122158030777,0.025,1.80124105357649,0.999,254.724824681455,110,110,NA,0,FALSE,TRUE,34.25,164,17,449,7,"fit_glaze_osc_zeta_v4_mouse",523.44964936291,523.703617616878
"L-BFGS-B1728",0.365165150270115,12.8448665916198,0.96996764328944,0.793363622199159,0.1654934139235,3.1725474536417,0.999,339.722973471085,48,48,NA,0,FALSE,FALSE,27.6700000000128,164,18,828,7,"fit_glaze_osc_zeta_v4_mouse",693.44594694217,693.582532308024
"L-BFGS-B1729",0.546055257408944,4.7791518465151,1.02260237465901,0.971533729868866,0.0348958838634248,3.12561264182949,1.001,355.608245955281,49,49,NA,0,FALSE,FALSE,21.9199999999837,164,19,633,7,"fit_glaze_osc_zeta_v4_mouse",725.216491910563,725.395691910563
"L-BFGS-B1730",0.598020292044646,4.9060003329655,1.01131619665592,0.206636107248768,0.04000601752477,3.24556875244494,0.999,298.898655662822,76,76,NA,0,FALSE,FALSE,30.289999999979,164,20,584,7,"fit_glaze_osc_zeta_v4_mouse",611.797311325644,611.991755770088
"L-BFGS-B1731",0.519795860600532,8.27579529330549,1.02304711569437,0.863183881094371,0.14875015606387,3.09580043122728,1.001,347.776633370725,47,47,NA,0,FALSE,FALSE,25.2099999999919,164,21,723,7,"fit_glaze_osc_zeta_v4_mouse",709.55326674145,709.709910098093
"L-BFGS-B1732",0.619538540504834,6.7533294422276,0.913214269659191,0,0.0449459127028804,3.21667507778666,1.001,311.251877974282,63,63,NA,0,FALSE,FALSE,29.1900000000023,164,22,670,7,"fit_glaze_osc_zeta_v4_mouse",636.503755948565,636.672940238595
"L-BFGS-B1733",0.624787926594127,12.8546409349223,0.844653186009692,0.881152848241115,0.0304458779440275,1.12992425267373,1.001,230.487348639321,92,92,NA,0,FALSE,FALSE,36.4700000000012,164,23,549,7,"fit_glaze_osc_zeta_v4_mouse",474.974697278641,475.181721308216
"L-BFGS-B1734",0.620357443211943,10.7212523562294,0.184429993928613,1.93016384134644,0.025,2.85484094246224,1.001,313.10787550157,120,120,NA,1,FALSE,TRUE,59.1600000000035,164,24,649,7,"fit_glaze_osc_zeta_v4_mouse",640.215751003139,640.390477992219
"L-BFGS-B1735",0.419001647893064,1.79768785298853,2.68025746225802,0,0.0508608103335394,2.53493995554805,0.999,471.080032007636,118,118,NA,0,FALSE,FALSE,76.539999999979,165,37,935,7,"fit_glaze_osc_zeta_v4_mouse",956.160064015271,956.280883864247
"L-BFGS-B1736",0.515399740896121,1.60791841064485,1.03775816971023,0.152937943588336,0.0534796159385311,3.34052887114678,1.001,221.779753714606,57,57,NA,0,FALSE,FALSE,15.1900000000023,165,39,393,7,"fit_glaze_osc_zeta_v4_mouse",457.559507429211,457.850416520121
"L-BFGS-B1737",0.437838019326849,2.08228720661959,1.02434453424855,0.448816705657659,0.0500623391752907,3.27150751692023,1.001,453.58354481383,69,69,NA,0,FALSE,FALSE,40.4500000000116,165,40,846,7,"fit_glaze_osc_zeta_v4_mouse",921.167089627659,921.300741178972
"L-BFGS-B1738",0.509621640682878,2.29593185528979,1.11190996907128,0.661990395239688,0.025,1.57574472906953,0.999,232.116475110703,80,80,NA,0,FALSE,TRUE,25.7000000000116,166,7,451,7,"fit_glaze_osc_zeta_v4_mouse",478.232950221406,478.485771891835
"L-BFGS-B1739",0.58794739424886,3.17307783207919,0.872341056560989,0.942331007384244,0.0500726484785526,1.60489771539905,0.999,206.722176930933,120,120,NA,0,FALSE,FALSE,37.140000000014,166,8,454,7,"fit_glaze_osc_zeta_v4_mouse",427.444353861866,427.6954749381
"L-BFGS-B1740",0.438595044144691,2.82005142663348,1.02106448562616,0.527728555647482,0.101571834830084,3.10299519382599,0.999033105336151,185.134102240204,59,59,NA,0,FALSE,FALSE,16.890000000014,166,10,420,7,"fit_glaze_osc_zeta_v4_mouse",384.268204480407,384.540049140601
"L-BFGS-B1741",0.554253423557202,2.96907169632822,1.89119867556915,0.874924166145352,0.025,0.730390542712844,0.999,212.352887025317,109,109,NA,1,FALSE,TRUE,34.6100000000151,166,11,469,7,"fit_glaze_osc_zeta_v4_mouse",438.705774050634,438.948724159094
"L-BFGS-B1742",0.544929780762796,2.85652166093475,0.798495171101749,0.392661778957883,0.115413949300222,0.671473283394062,0.999198897371823,293.080795064664,125,125,NA,1,FALSE,FALSE,56.5899999999965,166,12,669,7,"fit_glaze_osc_zeta_v4_mouse",600.161590129329,600.331030371386
"L-BFGS-B1743",0.460173370743464,4.75503751645069,5.43349936835602,0,0.025,2.74339829862996,0.999,189.467797113558,105,105,NA,1,FALSE,TRUE,37.0599999999977,166,13,519,7,"fit_glaze_osc_zeta_v4_mouse",392.935594227116,393.154772309308
"L-BFGS-B1744",0.696594102475734,2.57883056626336,3.28060476219812,0.280631326271894,0.025,3.46971444730093,1.001,296.319136292977,113,113,NA,1,FALSE,TRUE,38.7799999999988,166,14,509,7,"fit_glaze_osc_zeta_v4_mouse",606.638272585953,606.861825480165
"L-BFGS-B1745",0.484840708825822,5.69660389376363,0.972174508828836,0.60669608258917,0.137701347970817,2.38231265733897,0.999,256.367612795933,116,116,NA,0,FALSE,FALSE,39.2799999999988,166,15,503,7,"fit_glaze_osc_zeta_v4_mouse",526.735225591867,526.961488218129
"L-BFGS-B1746",0.479860639222298,4.6550191835435,1.10439680851737,1.27266768376308,0.0381764318696622,2.38867417827893,0.999,271.878110407733,80,80,NA,0,FALSE,FALSE,25.1499999999942,166,16,467,7,"fit_glaze_osc_zeta_v4_mouse",557.756220815465,558.000229530062
"L-BFGS-B1747",0.42289166874983,4.72352545090874,8.39953577631691,1.3229017967173,0.0582619722741783,0,1.001,294.534849515463,122,122,NA,0,FALSE,FALSE,42.2200000000012,166,17,514,7,"fit_glaze_osc_zeta_v4_mouse",603.069699030926,603.291042904444
"L-BFGS-B1748",0.577956037679454,2.50456194933576,1.00160521569556,0,0.0899224340902997,3.0852451834314,1.001,437.171177289589,71,71,NA,0,FALSE,FALSE,36.2799999999988,166,18,750,7,"fit_glaze_osc_zeta_v4_mouse",888.342354579178,888.493297975404
"L-BFGS-B1749",0.510459433741551,3.10945048893387,0.0860344148698981,1.98932718698618,0.0437477460727288,6.23357571070138,0.999,163.189979176988,124,124,NA,1,FALSE,FALSE,25.8899999999849,167,34,310,7,"fit_glaze_osc_zeta_v4_mouse",340.379958353977,340.750819281129
"L-BFGS-B1750",0.558392778416009,2.44584221673859,6.43253505399758,0,0.12784344724046,3.54611693942671,0.999,146.53771979773,142,142,NA,1,FALSE,FALSE,31.1199999999953,167,39,329,7,"fit_glaze_osc_zeta_v4_mouse",307.075439595459,307.42434925278
"L-BFGS-B1751",0.580395032955664,2.42614608141915,1.2847597357564,0.587642928881412,0.0528503761391991,4.81144331153829,1.001,289.16225686818,133,133,NA,1,FALSE,FALSE,47.1399999999849,167,40,522,7,"fit_glaze_osc_zeta_v4_mouse",592.324513736361,592.542412569045
"L-BFGS-B1752",0.433125872327469,3.05493217375775,1.0324077821439,1.03735451238736,0.025,1.56136686648098,1.00068014072277,188.854914389867,105,105,NA,0,FALSE,FALSE,23.9499999999825,167,41,344,7,"fit_glaze_osc_zeta_v4_mouse",391.709828779733,392.043162113066
"L-BFGS-B1753",0.342633152291236,2.36006137671335,5.64545792094857,0.194021655559365,0.2,1.48281573580626,1.001,179.538756350843,114,114,NA,1,FALSE,FALSE,25.9100000000035,167,42,339,7,"fit_glaze_osc_zeta_v4_mouse",373.077512701686,373.415881281746
"L-BFGS-B1754",0.719592416883921,2.31002368007268,1.20917129905363,0.0616034456211454,0.0304704063582654,2.76416420078273,1.001,212.419239107878,69,69,NA,0,FALSE,FALSE,19.1000000000058,167,43,411,7,"fit_glaze_osc_zeta_v4_mouse",438.838478215756,439.116393848511
"L-BFGS-B1755",0.670301870222875,2.85013449657601,7.88035744512694,0.308277095645047,0.025,2.63132282126083,1.00097527077355,249.125347706501,110,110,NA,1,FALSE,FALSE,33.1199999999953,167,44,449,7,"fit_glaze_osc_zeta_v4_mouse",512.250695413001,512.504663666969
"L-BFGS-B1756",0.557997803435639,2.79701031275935,0,0.410017571253541,0.025,3.56482103920583,0.999,306.369764918446,110,110,NA,1,FALSE,TRUE,37.5200000000186,167,45,510,7,"fit_glaze_osc_zeta_v4_mouse",626.739529836891,626.962637406612
"L-BFGS-B1757",0.415857827253854,3.29943922282578,1.05165239021687,0.902460728694387,0.0820144063659028,5.63883800602949,1.00054900770089,387.012729091357,125,125,NA,0,FALSE,FALSE,55.5099999999802,167,46,649,7,"fit_glaze_osc_zeta_v4_mouse",788.025458182714,788.200185171794
"L-BFGS-B1758",0.696650819124865,2.99362979657574,2.07292674712614,0.104074805366549,0.0386671249637615,3.14933146439493,1.001,277.580379595742,88,88,NA,0,FALSE,FALSE,29.5400000000081,167,47,498,7,"fit_glaze_osc_zeta_v4_mouse",569.160759191485,569.389330620056
"L-BFGS-B1759",0.510276760083067,4.38699836690497,1.02980262621132,1.01051312783287,0.0392114660248055,3.13868000312201,0.999,312.917882494673,42,42,NA,0,FALSE,FALSE,16.2300000000105,167,49,563,7,"fit_glaze_osc_zeta_v4_mouse",639.835764989346,640.037566791148
"L-BFGS-B1760",0.402961126826747,2.84379469660248,1.39534170971531,0.781901385163372,0.0547887441179435,2.33364167920551,1.00097703283538,286.614515525331,131,131,NA,0,FALSE,FALSE,41.2600000000093,167,50,468,7,"fit_glaze_osc_zeta_v4_mouse",587.229031050661,587.472509311531
"L-BFGS-B1761",0.445020522356567,1.94000222834139,1.04000421189097,0,0.0299366268008972,2.83073125311908,1.000999999999,533.726882370022,41,41,NA,0,FALSE,FALSE,24.0599999999977,167,51,864,7,"fit_glaze_osc_zeta_v4_mouse",1081.45376474004,1081.58460586154
"L-BFGS-B1762",0.50495911564249,3.34808066056466,1.02345541740575,0.985465785695094,0.0798887836352427,3.13310710660057,0.999,510.173199252227,46,46,NA,0,FALSE,FALSE,26.8999999999942,167,52,854,7,"fit_glaze_osc_zeta_v4_mouse",1034.34639850445,1034.47878621131
"L-BFGS-B1763",0.620104608732095,1.95596254672157,3.83055259912433,0,0.0279112381503855,1.79356265154918,0.999,347.236627901092,56,56,NA,0,FALSE,FALSE,26.1600000000035,168,4,688,7,"fit_glaze_osc_zeta_v4_mouse",708.473255802183,708.637961684536
"L-BFGS-B1764",0.472052209964853,3.88593904842858,1.115367437964,0.356386272515059,0.2,3.60396453521014,1.00050902480391,312.378060115486,105,105,NA,1,FALSE,FALSE,46.4800000000105,168,5,651,7,"fit_glaze_osc_zeta_v4_mouse",638.756120230972,638.930303745747
"L-BFGS-B1765",0.428840408074307,4.39285440044693,1.04256480807752,3.18560618222677e-04,0.0262463574098374,2.96679732076913,0.999,455.421657664721,45,45,NA,0,FALSE,FALSE,26.7200000000012,168,6,866,7,"fit_glaze_osc_zeta_v4_mouse",924.843315329441,924.973851459977
"L-BFGS-B1766",0.503610019105542,7.05169950891342,0.94094465964515,0.915507042454006,0.0754504655918898,0.921904236118636,1.001,276.159155815728,98,98,NA,0,FALSE,FALSE,35.3600000000151,168,7,537,7,"fit_glaze_osc_zeta_v4_mouse",566.318311631456,566.530031858299
"L-BFGS-B1767",0.501014128221331,9.11646025487493,1.00705351890503,0.751839906491867,0.062097019118106,1.87476040125049,1.001,346.208959553079,142,142,NA,0,FALSE,FALSE,71.5400000000081,168,8,737,7,"fit_glaze_osc_zeta_v4_mouse",706.417919106157,706.571554222755
"L-BFGS-B1768",0.621421970252146,4.49159191639331,2.23231849021123,0.826602688492451,0.133785201766633,0.587890025483003,1.001,111.321865104945,93,93,NA,0,TRUE,FALSE,18.3999999999942,170,3,297,7,"fit_glaze_osc_zeta_v4_mouse",236.643730209889,237.031273462484
"L-BFGS-B1769",0.561327790746415,4.13039894330657,1.02406659283954,0.462765413354642,0.025,3.05173271809011,1.001,211.321645751291,65,65,NA,0,FALSE,TRUE,21.5899999999965,170,4,498,7,"fit_glaze_osc_zeta_v4_mouse",436.643291502581,436.871862931153
"L-BFGS-B1770",0.451502494517867,10.1538855820042,0.985667057865451,1.98246037058898,0.0455325530951247,1.85711625038275,0.999,193.474163628369,74,74,NA,0,FALSE,FALSE,20.7099999999919,170,5,424,7,"fit_glaze_osc_zeta_v4_mouse",400.948327256737,401.217558025968
"L-BFGS-B1771",0.573893437395928,9.06713161745297,1.02841650026977,0.998319982679514,0.0709402052754174,3.12633465169797,0.999023192815469,205.620322435998,39,39,NA,0,FALSE,FALSE,11.4200000000128,170,6,437,7,"fit_glaze_osc_zeta_v4_mouse",425.240644871996,425.501717133068
"L-BFGS-B1772",0.566538571347294,16.8457578481255,1.2717005887765,1.06850394007107,0.0539496652913778,2.58551375976764,1.00098503888826,159.585847848121,150,150,NA,0,FALSE,FALSE,46.4400000000023,170,7,452,7,"fit_glaze_osc_zeta_v4_mouse",333.171695696243,333.423947948495
"L-BFGS-B1773",0.567671503086703,19.7230971050503,0.734084590372827,0.500899672188825,0.111068043906443,1.83708931410762,0.999,145.836506422712,76,76,NA,0,FALSE,FALSE,23.789999999979,170,8,458,7,"fit_glaze_osc_zeta_v4_mouse",305.673012845423,305.921901734312
"L-BFGS-B1774",0.588200090720617,13.8543181683733,0.00650422639756804,0.612509616454823,0.18920621351044,6.280043714526,1.001,173.687892804466,93,93,NA,0,FALSE,FALSE,29.2099999999919,170,9,468,7,"fit_glaze_osc_zeta_v4_mouse",361.375785608931,361.619263869801
"L-BFGS-B1775",0.574627358334661,1.95520935772885,1.02430039864946,0.225360767094347,0.0424603407587802,3.154938992384,0.99923358214109,274.007173046451,56,56,NA,0,FALSE,FALSE,20.1900000000023,171,16,529,7,"fit_glaze_osc_zeta_v4_mouse",562.014346092902,562.229317302115
"L-BFGS-B1776",0.543292013291032,2.2583692488448,1.05570248868549,0.531744449901974,0.184007419022443,3.08937720595623,1.001,344.427578511411,92,92,NA,0,FALSE,FALSE,41.6699999999837,171,19,670,7,"fit_glaze_osc_zeta_v4_mouse",702.855157022822,703.024341312853
"L-BFGS-B1777",0.496240641028302,2.83937358040381,1.04029736696669,0.426325465148688,0.0284250881912005,0.664516607229979,1.001,421.089757218945,109,109,NA,0,FALSE,FALSE,63.1600000000035,171,20,842,7,"fit_glaze_osc_zeta_v4_mouse",856.17951443789,856.313807003837
"L-BFGS-B1778",0.674921425538294,4.53852052282806,0.937917159355345,0.57707425408222,0.137638831831594,2.5655860252798,1.00094096298693,251.503265464716,111,111,NA,0,FALSE,FALSE,37.6399999999849,171,21,505,7,"fit_glaze_osc_zeta_v4_mouse",517.006530929431,517.231883042107
